flower_name,file_path
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_48758.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_48877.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_48941.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49036.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49045.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49074.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49460.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49490.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49679.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49681.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_49881.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50070.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50162.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50208.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50377.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50567.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50598.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5062.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_50758.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51190.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51246.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51261.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51285.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51381.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51472.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51782.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51917.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_51981.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52221.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52404.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52461.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52747.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52798.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52809.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52849.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_52903.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53062.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53131.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53151.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53320.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53328.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53447.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53822.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53848.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_53865.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5392.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5411.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_54306.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_54391.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_54414.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_54573.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_54604.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_54876.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_55.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_55012.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_55022.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_55305.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_55566.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5576.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_56250.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_56258.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_56849.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_56856.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57049.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57159.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57178.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57192.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57201.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57251.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57313.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57339.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57407.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57418.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5774.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_57762.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5779.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58090.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58146.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58323.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58354.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58372.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58391.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58504.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58586.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5859.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5860.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58750.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58870.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58900.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58904.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_58925.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5899.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59065.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59184.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59216.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59240.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59303.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59327.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59469.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5987.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_5996.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59974.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_59986.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60136.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60196.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60233.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60238.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60271.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60310.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60616.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60660.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60688.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60737.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60911.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_60949.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_61708.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_61772.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_6214.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62173.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62222.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62230.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62284.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62344.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62397.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62486.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62530.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_62785.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63045.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63109.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63145.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63341.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63376.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63548.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_63798.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_64290.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_646.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_64774.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_65235.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_65403.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_65742.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_65909.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_6609.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_6610.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66118.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66194.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66232.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66268.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66544.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66571.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66602.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66656.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66687.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66782.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_66860.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_67047.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_6752.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_67677.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_67770.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_67883.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_67952.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68185.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68398.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68404.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68484.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68524.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68775.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68781.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68861.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68880.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68925.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_68997.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69056.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69075.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69133.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69553.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69571.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69743.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_69816.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7005.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70150.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70199.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70347.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70547.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70609.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70728.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_70969.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_71059.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_71488.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_71638.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_71651.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_71827.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_71989.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72117.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72184.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72484.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72515.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7253.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72650.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72839.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7299.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_72998.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7302.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73030.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73046.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73138.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73306.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73385.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73458.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73492.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73501.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_73689.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_74493.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_74615.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_74712.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_74786.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_74818.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_74825.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_75285.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_75351.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_75380.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_75458.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_75603.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_75979.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76029.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76089.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76253.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76356.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76371.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76437.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76597.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76722.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76789.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76869.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76930.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_76934.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7698.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_77266.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_77435.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_77537.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_77586.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_77771.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_77965.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_78240.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7866.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7868.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_78906.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_78966.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79152.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79184.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79200.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79265.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79323.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79341.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79352.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79396.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79405.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79467.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79640.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7978.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_79820.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_7988.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_80038.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_80046.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_80181.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_80519.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_80574.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8060.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8067.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_80788.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_81547.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_81585.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_81606.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_81612.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8176.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_81855.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_81884.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8275.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83029.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83157.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83230.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83329.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83480.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83732.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_83804.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84203.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84391.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84549.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84593.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84694.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84743.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84785.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84803.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84820.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_84915.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_85198.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_85222.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_85360.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_85437.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_85763.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86090.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86140.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86340.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86351.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86378.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86414.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8646.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86541.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86604.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86692.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86767.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86794.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_86813.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_87110.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_87202.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8749.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_87642.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_87797.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_87931.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_88117.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8813.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_88153.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_8857.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9099.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9179.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9214.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9278.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9393.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9402.jpeg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9552.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9611.jpg
Bellis perennis,D:\iNaturalist\test_3000\Bellis_perennis_9954.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100000.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100021.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100048.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100071.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100104.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100110.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100112.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100130.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100132.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100172.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100204.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100229.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100240.jpg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100243.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100269.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100285.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100321.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100362.jpeg
Leucanthemum vulgare,D:\iNaturalist\test_3000\Leucanthemum_vulgare_100430.jpg
