Image Name,Blurry
D:\iNaturalist\test_3000\Bellis_perennis_31685.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_31839.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_32007.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_32137.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_32187.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_32246.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_32256.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_32286.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_32472.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_32632.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_32811.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33042.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33106.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33141.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_33300.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33351.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33458.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33517.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33630.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_33664.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33707.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33710.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33801.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_33866.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33869.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_33892.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_34139.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_34322.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_34478.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_34623.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_34797.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_34954.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_34959.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35021.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35148.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35161.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_35320.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35359.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_35500.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35607.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_35640.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_35783.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35918.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35961.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_35968.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_36093.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_36095.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_36098.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_36226.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_36230.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_36308.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_36460.jpeg,Yes
D:\iNaturalist\test_3000\Bellis_perennis_36632.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_36830.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_36851.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_36966.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37151.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37220.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37230.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37272.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37338.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37413.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37424.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37438.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37564.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37629.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37635.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37654.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37684.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37688.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_37786.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37811.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_37898.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_38016.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_38033.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_38045.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_38168.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_38171.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_38566.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_38696.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_38893.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_38902.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_39167.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_39227.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_39280.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_39415.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_39494.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_39521.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_39551.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_39632.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_39991.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_40042.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_40204.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_40231.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_40305.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_40310.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_40423.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_40600.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_40762.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_40842.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_40935.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_41086.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_41106.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41314.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41317.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41321.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41402.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_41492.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_41549.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41602.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41606.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_41794.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41804.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_41839.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_42065.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42209.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_42214.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42246.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42299.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42472.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_42477.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_42516.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_42539.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42546.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42554.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42702.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42718.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_42779.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_42862.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43015.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43166.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_43192.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_43228.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_43276.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43341.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43444.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_43529.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43546.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43565.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43597.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_43909.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_44055.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_44182.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_44197.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_44405.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_44458.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_44543.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_44826.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45036.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_45091.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45216.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45360.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45382.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45447.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_45583.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45681.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45743.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_45758.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_45871.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_45902.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_46112.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_46152.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_46183.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_46267.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_46274.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_46332.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_46605.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_46833.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_46851.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_47040.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_47084.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_47099.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_47114.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_47136.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_47292.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_47402.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_47482.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_47569.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_47608.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_47620.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_48045.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_48073.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_48251.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_48657.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_48734.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_48758.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_48857.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_48877.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_48941.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49036.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49045.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_49074.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_49256.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49352.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_49460.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49490.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_49679.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49681.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49881.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_49900.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50070.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50162.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_50208.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_50234.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50272.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50377.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50455.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_50567.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_50572.jpeg,Yes
D:\iNaturalist\test_3000\Bellis_perennis_50598.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50683.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50758.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_50796.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51190.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51246.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_51261.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51285.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_51337.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_51381.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_51415.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_51472.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51537.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51541.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51690.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51782.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51917.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51944.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_51981.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_52056.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_52221.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_52307.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_52404.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_52461.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_52747.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_52798.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_52809.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_52849.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_52897.jpeg,Yes
D:\iNaturalist\test_3000\Bellis_perennis_52903.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53062.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_53131.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53151.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53213.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_53248.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_53257.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53320.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53328.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53447.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53678.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_53822.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_53848.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_53865.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_54001.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_54052.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_54306.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_54391.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_54414.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_54573.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_54574.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_54604.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_54876.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_55012.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_55022.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_55305.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_55440.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_55566.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_55789.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_55910.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_56250.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_56258.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_56754.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_56811.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_56849.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_56856.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_56897.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_57002.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57049.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57159.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_57178.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57192.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57201.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57251.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57313.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_57339.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57350.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57364.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57407.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57418.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57690.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_57762.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_57835.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_57967.jpeg,Yes
D:\iNaturalist\test_3000\Bellis_perennis_57993.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_58090.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_58146.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58163.png,No
D:\iNaturalist\test_3000\Bellis_perennis_58323.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_58354.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58372.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_58391.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58504.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58586.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_58750.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58870.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58900.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58904.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_58925.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_59065.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59137.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59184.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59207.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59210.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_59216.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_59240.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_59303.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59327.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_59371.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59469.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_59622.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59974.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_59986.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60120.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60136.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60196.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60233.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60238.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60271.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60310.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60455.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60605.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60616.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60660.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60688.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60737.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_60911.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_60949.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_61128.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_61134.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_61212.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_61343.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_61625.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_61708.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_61772.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_61977.jpeg,Yes
D:\iNaturalist\test_3000\Bellis_perennis_62097.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_62173.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_62222.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_62230.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_62284.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_62344.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_62397.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_62486.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_62530.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_62785.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_62886.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_63045.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_63109.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_63145.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_63341.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_63343.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_63376.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_63548.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_63579.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_63630.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_63798.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_64118.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_64237.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_64290.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_64311.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_64774.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_64828.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_64875.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_64970.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_65105.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_65156.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_65235.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_65280.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_65403.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_65742.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_65909.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_65926.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66018.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66118.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66194.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66232.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_66268.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_66388.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_66453.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66544.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66571.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_66602.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_66656.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66687.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66782.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_66860.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_67047.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_67155.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67238.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67455.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67560.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67677.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67770.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67883.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_67952.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68185.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_68398.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68404.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68484.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_68524.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68534.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68576.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68683.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68775.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68781.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_68861.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_68880.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_68925.jpg,No
